YEAR,ALL_PAGES,SOURCE_MEDIUM,PAGEVIEWS,UNIQUE_PAGEVIEWS,AVG_TIME_ON_PAGE,ENTRANCES,BOUNCE_RATE,PERCENT_EXIT,OBJECTID
2015,/otr.cfo.dc.gov/page/2014-individual-income-tax-forms,google / organic,90641,61817,0:00:39,32096,0.1631,0.5643,575
2015,/dmv.dc.gov/service/vehicle-inspection,google / organic,90482,70475,0:01:20,41176,0.3856,0.087,576
2015,/dmv.dc.gov/node/137472,(direct) / (none),90271,1214,0:00:38,422,0.1432,0.0379,577
2015,/dmv.dc.gov/service/pay-ticket,bing / organic,87157,60550,0:00:31,41018,0.094,0.3879,578
2015,/dctaxi.dc.gov/,google / organic,87051,61659,0:01:25,53688,0.3823,0.4834,579
2015,/cfo.dc.gov/,google / organic,86946,63665,0:02:47,44766,0.2653,0.5775,580
2015,/dchr.dc.gov/node/204752,bing / organic,86946,61078,0:04:26,1848,0.6569,0.1732,581
2015,/dcps.dc.gov/page/dcps-calendars,google / organic,85362,59442,0:00:16,42391,0.056,0.5006,582
2015,/otr.cfo.dc.gov/service/recorder-deeds-document-images,google / organic,84992,42602,0:03:31,17949,0.0847,0.4056,583
2015,/dc.gov/online-services,google / organic,84623,69736,0:00:59,4487,0.4304,0.5576,584
2015,/otr.cfo.dc.gov/page/tax-forms-and-publications,google / organic,83197,60603,0:00:42,27504,0.1615,0.4128,585
2015,/dmv.dc.gov/service/dmv-online-services,google / organic,82670,62715,0:00:55,6335,0.2149,0.3181,586
2015,/does.dc.gov/service/summer-youth-employment-program-participant-information,google / organic,82670,72851,0:07:01,64562,0.2298,0.4331,587
2015,/does.dc.gov/service/summer-youth-employment-program,(direct) / (none),81878,67730,0:00:57,62292,0.2456,0.7046,588
2015,/mpdc.dc.gov/page/join-metropolitan-police-department,google / organic,81191,61078,0:00:45,34261,0.1516,0.3374,589
2015,/dcra.dc.gov/page/business-licensing-corporate-registration,google / organic,80611,59600,0:01:11,34525,0.2086,0.0155,590
2015,/dmv.dc.gov/page/payment-plans,google / organic,79608,64246,0:00:31,3801,0.3333,0.1234,591
2015,/dmv.dc.gov/service/licenses-and-identification-cards,google / organic,76968,51418,0:00:36,3643,0.5588,0.1323,592
2015,/opendata.dc.gov/,google / organic,76968,31938,0:01:01,15943,0.2974,0.1234,593
2015,/mpdc.dc.gov/,(direct) / (none),76863,57119,0:01:31,50467,0.3944,0.1276,594
2015,/dhs.dc.gov/,google / organic,76387,55958,0:01:23,42866,0.3636,0.0495,595
2015,/does.dc.gov/service/unemployment-compensation-process,google / organic,76335,61870,0:03:04,50837,0.2859,0.6734,596
2015,/dmv.dc.gov/page/dmv-waiting-area-rhode-island-0,google / organic,75754,9713,0:01:13,2006,0.2368,0.0104,597
2015,/dmv.dc.gov/page/georgetown-service-center,google / organic,75437,62873,0:01:55,21538,0.5621,0.435,598
2015,/fems.dc.gov/,google / organic,75121,53265,0:01:08,41176,0.283,0.1023,599
2014,/does.dc.gov/service/unemployment-compensation-process,google / organic,94798,80497,0:01:39,69305,0.4372,0.1507,659
2014,/ddot.dc.gov/,google / organic,94176,70644,0:01:16,59165,0.4503,0.2776,660
2014,/disb.dc.gov/,google / organic,93841,68348,0:04:26,63900,0.5225,0.0315,661
2014,/dcra.dc.gov/page/dcra-online-services,google / organic,93554,72461,0:00:44,16501,0.2667,0.0342,662
2014,/dmv.dc.gov/service/learner-permit,google / organic,92932,68970,0:00:59,28171,0.4075,0.3809,663
2014,/dmv.dc.gov/services,(direct) / (none),89058,77101,0:00:29,4065,0.353,0.1592,664
2014,/dmv.dc.gov/service/pay-ticket,bing / organic,87145,61700,0:00:32,41755,0.1409,0.6944,665
2014,/doh.dc.gov/service/health-professionals,google / organic,86715,66004,0:01:44,38120,0.3152,0.1642,666
2014,/dmv.dc.gov/node/484052,google / organic,86188,12962,0:01:06,574,0.1672,0.6803,667
2014,/dchr.dc.gov/external-link/erecruit,google / organic,83988,63374,0:04:02,1818,0.6109,0.2097,668
2014,/dc.gov/404.html?page=/DCPS/&from=,(direct) / (none),82984,56439,0:09:11,56343,0.73,0.5056,669
2014,/dchr.dc.gov/node/232722,google / organic,82553,45007,0:02:12,5022,0.4956,0.4123,670
2014,/dmv.dc.gov/service/convert-out-state-license,google / organic,81262,43572,0:00:51,16358,0.3362,0.4854,671
2014,/mpdc.dc.gov/,(direct) / (none),80784,66483,0:01:31,61365,0.4466,0.0915,672
2014,/does.dc.gov/,(direct) / (none),79014,68300,0:01:09,62609,0.487,0.2033,673
2014,/does.dc.gov/service/start-your-unemployment-compensation-process,google / organic,78823,60648,0:03:10,24393,0.5678,0.2348,674
2014,/dmv.dc.gov/node/152962,google / organic,78584,40129,0:00:46,3348,0.5287,0.4255,675
2014,/dmv.dc.gov/page/webcam-dmv-waiting-area-southwest,google / organic,78201,12388,0:00:57,1674,0.4283,0.4774,676
2014,/osse.dc.gov/,google / organic,78057,60361,0:01:41,49264,0.4136,0.256,677
2014,/dmv.dc.gov/page/georgetown-service-center,google / organic,77866,65239,0:02:11,15688,0.7043,0.3533,678
2014,/doh.dc.gov/service/birth-certificates,google / organic,77196,60169,0:03:17,50986,0.5627,0.0678,679
2014,/dmv.dc.gov/service/contest-parking-ticket,(direct) / (none),77053,59595,0:01:54,6361,0.4888,0.1411,680
2014,/cfsa.in.dc.gov/,(direct) / (none),75475,39268,0:07:18,39172,0.6056,0.0133,681
2014,/dmv.dc.gov/node/423392,google / organic,74757,62609,0:01:41,7653,0.6562,0.0789,682
2014,/dmv.dc.gov/service/road-skills-test-requirements,google / organic,74709,63948,0:01:43,43859,0.7601,0.0606,683
2014,/doc.dc.gov/,google / organic,73227,55912,0:01:36,45199,0.4413,1,684
2014,/dmv.dc.gov/node/231682,google / organic,72031,56008,0:05:36,1291,0.4818,0.3222,685
2014,/dmv.dc.gov/node/231702,google / organic,71457,54573,0:01:47,239,0.2008,0.0061,686
2014,/does.dc.gov/node/154152,(direct) / (none),71074,59787,0:05:00,10762,0.7511,0.1287,687
2014,/dpw.dc.gov/,google / organic,71027,55769,0:01:06,40798,0.34,0.2445,688
2014,/dmv.dc.gov/node/137472,google / organic,70979,3635,0:00:37,191,0.5026,0.2623,689
2014,/dmv.dc.gov/node/80962,google / organic,70166,59739,0:01:18,1818,0.5383,0.4328,690
2014,/mpdc.dc.gov/page/join-metropolitan-police-department,google / organic,69783,53951,0:00:32,33481,0.1645,0.0963,691
2014,/otr.cfo.dc.gov/page/2013-individual-income-tax-forms,google / organic,69783,51082,0:00:39,28076,0.1397,0.6519,692
2014,/dc.gov/directory,google / organic,69735,51608,0:00:32,12483,0.2056,0.0316,693
2014,/dmv.dc.gov/node/156122,google / organic,69639,56582,0:00:24,1626,0.0879,0.0234,694
2014,/dmv.dc.gov/node/231692,bing / organic,69113,54717,0:02:32,143,0.6713,0.424,695
2014,/dmv.dc.gov/page/webcam-dmv-waiting-area-c-street-adjudication,google / organic,68874,4448,0:00:34,96,0.5,0.1901,696
2014,/dmv.dc.gov/node/137862,google / organic,68826,59834,0:02:08,6792,0.8322,0.4712,697
2014,/dchr.dc.gov/page/careers,bing / organic,67822,54669,0:00:25,41755,0.1,0.6664,698
2014,/dmv.dc.gov/node/136412,google / organic,67583,45007,0:00:51,2822,0.4238,0.4172,699
2013,/dpr.dc.gov/DC/DPR,(direct) / (none),109639,73583,0:13:00,70741,0.5755,0.284,746
2013,/doh.dc.gov/,google / organic,104642,83332,0:01:11,68292,0.4118,0.2191,747
2013,/dmv.dc.gov/service/contest-parking-ticket,google / organic,103712,79854,0:02:21,39290,0.3192,0.8461,748
2013,/mpdc.dc.gov/,(direct) / (none),102585,83871,0:01:33,76669,0.4537,0.2418,749
2013,/rrc.dc.gov/rrc/site/default.asp,dc.gov / referral,101409,76277,0:01:02,76228,0.5778,0.4743,750
2013,"/otr.cfo.dc.gov/otr/cwp/view,a,1330,q,594345.asp",google / organic,98764,75004,0:03:01,52811,0.6577,0.4365,751
2013,/does.dc.gov/page/file-claim,google / organic,98176,69370,0:00:30,17685,0.2438,0.3906,752
2013,/does.dc.gov/service/start-your-unemployment-compensation-process,google / organic,98176,78090,0:02:56,23613,0.6224,0.5153,753
2013,/dcra.dc.gov/DC/DCRA,(direct) / (none),97196,69811,0:02:52,65157,0.4586,0.4744,754
2013,/otr.cfo.dc.gov/,(direct) / (none),95873,74024,0:01:46,65548,0.3401,0.4086,755
2013,/dpr.dc.gov/,google / organic,94844,61972,0:04:22,58984,0.4236,0.5828,756
2013,/dmv.dc.gov/node/315322,google / organic,92346,67165,0:05:28,2205,0.6,0.7372,757
2013,/dmv.dc.gov/node/229332,(direct) / (none),87104,71819,0:01:48,3674,0.6002,0.7767,758
2013,/otr.cfo.dc.gov/otr/site/default.asp,(direct) / (none),85585,63099,0:00:57,60503,0.298,0.6146,759
2013,/dmv.dc.gov/page/webcam-dmv-waiting-area-southwest,google / organic,85389,8671,0:00:40,539,0.4545,0.343,760
2013,/dmv.dc.gov/node/153892,google / organic,83038,12492,0:00:43,686,0.2857,0.3754,761
2013,/osse.dc.gov/,google / organic,81421,62658,0:01:21,50852,0.4085,0.3217,762
2013,/dmv.dc.gov/node/136412,google / organic,80637,56387,0:00:59,4017,0.4025,0.0908,763
2013,/does.dc.gov/node/154152,google / organic,80637,72358,0:03:32,5585,0.7456,0.2686,764
2013,"/otr.cfo.dc.gov/otr/cwp/view,a,1330,q,593820.asp",google / organic,80539,54134,0:00:53,14305,0.2603,0.2592,765
2013,/does.dc.gov/node/154152,(direct) / (none),80147,67802,0:03:55,12835,0.6756,0.5379,766
2013,/dmv.dc.gov/service/vehicle-inspection-landing-page,google / organic,79658,62070,0:01:19,34636,0.2758,0.2089,767
2013,/ddot.dc.gov/DC/DDOT/,google / organic,79364,61482,0:02:40,58592,0.5184,0.1622,768
2013,/dmv.dc.gov/node/137862,google / organic,79364,64667,0:01:51,5389,0.7363,0.026,769
2013,/oag.dc.gov/DC/OAG,(direct) / (none),79021,43209,0:13:23,42082,0.5972,0.2391,770
2013,/dmv.dc.gov/node/152962,google / organic,78678,47520,0:01:10,3184,0.2616,0.3267,771
2013,/dmv.dc.gov/,yahoo / organic,77845,58151,0:00:41,52517,0.1782,0.4526,772
2013,/dmv.dc.gov/service/contest-parking-ticket,(direct) / (none),77404,62364,0:02:46,8426,0.4942,0.009,773
2013,/doc.dc.gov/,google / organic,76326,59033,0:01:30,54575,0.4443,0.2276,774
2013,/doh.dc.gov/service/health-professionals,google / organic,75934,61433,0:01:35,42817,0.5137,0.25,775
2013,/dmv.dc.gov/service/knowledge-tests,google / organic,75591,58886,0:01:16,30374,0.379,0.2079,776
2013,/does.dc.gov/node/107072,google / organic,74465,60503,0:01:22,7691,0.5542,0.1128,777
2013,/inauguration.dc.gov/page/inauguration-events,(direct) / (none),73730,71476,0:00:16,931,0.6842,0.7088,778
2013,/cfo.dc.gov/page/employment-opportunities-ocfo,dchr.dc.gov / referral,73583,33607,0:00:28,32333,0.0591,0.6225,779
2013,/dmv.dc.gov/node/137472,google / organic,73485,4115,0:00:38,245,0,0.3171,780
2013,/inauguration.dc.gov/page/maps,(direct) / (none),73240,71231,0:00:27,2156,0.6818,0.5352,781
2013,/inauguration.dc.gov/page/spectator-information,(direct) / (none),72701,70447,0:00:17,2401,0.7755,0.3162,782
2013,/octo.in.dc.gov/node/164766,67.228.167.23 / referral,72309,72309,0:00:00,72309,1,0.273,783
2013,/dmv.dc.gov/node/231682,(direct) / (none),71917,52762,0:05:25,1421,0.4483,0.4063,784
2013,/dmv.dc.gov/node/484052,dc.gov / referral,71819,735,0:01:02,490,0.1,0.572,785
2013,/mpdc.dc.gov/page/join-metropolitan-police-department,google / organic,71182,57416,0:00:33,36302,0.1404,0.5202,786
2013,/dmv.dc.gov/node/152542,google / organic,70937,58298,0:02:13,3233,0.6214,0.5434,787
2013,/dmv.dc.gov/node/137512,google / organic,69664,57661,0:01:23,3674,0.7466,0.0711,788
2013,/dpr.dc.gov/DC/DPR,google / organic,69615,49823,0:07:53,45806,0.4706,0.173,789
2013,/dmv.dc.gov/page/online-services,bing / organic,69223,48941,0:00:59,11219,0.0917,0.3389,790
2013,/otr.cfo.dc.gov/page/real-property-tax-database-search,google / organic,68537,59229,0:03:26,31109,0.6992,0.4216,791
2013,/inauguration.dc.gov/page/getting-there,(direct) / (none),68145,66528,0:00:14,1274,0.5,0.5386,792
2013,/inauguration.dc.gov/page/know-you-go,(direct) / (none),66920,65304,0:00:12,686,0.6429,0.3807,793
2013,/dchr.dc.gov/node/232722,dc.gov / referral,66675,37232,0:02:49,2449,0.6803,0.0408,794
2013,/dmv.dc.gov/page/payment-plans,google / organic,66479,59033,0:01:06,2352,0.4792,0.1873,795
2013,/cfo.dc.gov/,(direct) / (none),65402,45120,0:04:20,42229,0.5267,0.7355,796
2013,/cssd.dc.gov/,google / organic,65353,55212,0:01:47,51537,0.692,0.471,797
2013,/disb.dc.gov/,google / organic,64814,46442,0:03:14,43209,0.4478,0.1094,798
2013,/inauguration.dc.gov/release/secret-service-announces-security-information-2013-presidential-inaugural,(direct) / (none),64716,64177,0:00:12,1225,0.72,0.5144,799
2012,/dmv.dc.gov/node/301372,google / organic,52434,2041,0:00:36,78,0.5,0.7227,872
2012,/www.does.dc.gov/does/site/default.asp,(direct) / (none),50707,40856,0:01:30,39247,0.216,0.3219,873
2012,/otr.cfo.dc.gov/otr/site/default.asp,bing / organic,50079,34694,0:00:48,28846,0.264,0.356,874
2012,/dcra.dc.gov/DC/DCRA/For+Business/Apply+for+a+Business+License,google / organic,49451,29082,0:01:40,5377,0.3723,0.594,875
2012,/dchr.dc.gov/page/careers,(direct) / (none),49412,38266,0:00:35,31751,0.0853,0.3389,876
2012,"/dchr.dc.gov/dcop/cwp/view,a,1222,q,530365,dcopNav,|31656|.asp",bing / organic,48784,36068,0:06:45,32967,0.8084,0.0662,877
2012,/vrc.dc.gov/vrc/site/default.asp,dc.gov / referral,48548,36029,0:01:27,36029,0.6612,0.342,878
2012,"/otr.cfo.dc.gov/otr/cwp/view,a,1330,q,594275.asp",google / organic,48274,29592,0:01:55,9419,0.4791,0.2954,879
2012,/dchr.dc.gov/node/204752,(direct) / (none),47881,35244,0:03:26,1766,0.8222,0.3771,880
2012,/does.dc.gov/node/107072,google / organic,47292,36029,0:01:19,12912,0.4377,0.4407,881
2012,/dcra.dc.gov/DC/DCRA/For+Business/Apply+for+a+Business+License,brc.dc.gov / referral,47018,26374,0:01:36,20722,0.3087,0.1996,882
2012,/dhcd.dc.gov/,google / organic,46272,35597,0:01:36,33124,0.4277,0.1537,883
2012,/mpdc.dc.gov/mpdc/site/default.asp,(direct) / (none),45762,37049,0:02:00,36264,0.6093,0.0607,884
2012,/dchr.dc.gov/node/204752,dc.gov / referral,45644,34694,0:03:17,1060,0.5557,0.4522,885
2012,/dchr.dc.gov/node/204752,google / organic,45644,33948,0:03:00,2080,0.8678,0.3699,886
2012,/does.dc.gov/page/file-claim,google / organic,45291,30769,0:00:22,3650,0.0967,0.5035,887
2012,"/otr.cfo.dc.gov/otr/cwp/view,a,1328,q,593393.asp",google / organic,45134,34655,0:00:30,24647,0.1895,0.1145,888
2012,/oag.dc.gov/DC/OAG/Services+for+the+Community/Employment+Opportunities,dchr.dc.gov / referral,44467,26413,0:00:33,25824,0.1064,0.7927,889
2012,/doc.dc.gov/doc/site/default.asp,google / organic,44310,32810,0:01:14,29553,0.4462,0.4128,890
2012,/dpw.dc.gov/DC/DPW/,(direct) / (none),42190,34694,0:02:03,32418,0.5763,0.5516,891
2012,/doh.dc.gov/,google / organic,41955,35244,0:00:56,29788,0.3794,0.5361,892
2012,/cson.oag.dc.gov/LogReg.aspx,cssd.dc.gov / referral,41366,14914,0:00:31,14286,0.0137,0.1709,893
2012,"/otr.cfo.dc.gov/otr/cwp/view,a,1330,q,594065,otrnav_gid,1679,otrnav,|33280|.asp",google / organic,41288,31240,0:00:43,27276,0.1684,0.1953,894
2012,/311.dc.gov/,dc.gov / referral,41248,30534,0:03:02,30338,0.7439,0.1014,895
2012,/joinmpd.dc.gov/,(direct) / (none),41248,28768,0:01:02,28454,0.4303,0.2055,896
2012,"/otr.cfo.dc.gov/otr/cwp/view,a,1328,q,593561,otrNav_gid,1679,otrNav,|33288|.asp",cfo.dc.gov / referral,41248,6672,0:00:12,0,0,0.1884,897
2012,/dc.gov/DC/,dchr.dc.gov / referral,40974,21978,0:09:46,21782,0.5946,0.4492,898
2012,"/www.does.dc.gov/does/cwp/view,a,1232,q,643247.asp",google / organic,40817,36186,0:04:42,6633,0.7751,0.2262,899
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
